frame,perception,decision,cover,squad,sim_step,serialisation,frame_ms
1128,0.2838,0.6500,0.0949,0.0408,0.3049,0.0910,6.3960
1129,0.3359,0.6467,0.1364,0.0476,0.2684,0.0951,6.8201
1130,0.2111,0.5393,0.1324,0.0443,0.2774,0.1020,6.6589
1131,0.2793,0.5009,0.1644,0.0448,0.3511,0.0744,6.6500
1132,0.2915,0.7686,0.1557,0.0573,0.2386,0.0883,6.5807
1133,0.2775,0.6230,0.1062,0.0482,0.3412,0.1210,6.1703
1134,0.2584,0.5678,0.1427,0.0476,0.3580,0.1055,7.0992
1135,0.2624,0.5730,0.1382,0.0542,0.2033,0.0960,6.5828
1136,0.3276,0.5446,0.1505,0.0512,0.3392,0.1061,6.7440
1137,0.2863,0.4981,0.1355,0.0555,0.3190,0.0945,6.2956
1138,0.2835,0.5732,0.1198,0.0573,0.2429,0.0930,6.7709
1139,0.3404,0.7935,0.1295,0.0438,0.2375,0.0885,6.8573
1140,0.3111,0.5951,0.1093,0.0487,0.2769,0.1089,6.6746
1141,0.2647,0.4981,0.1464,0.0494,0.2732,0.0997,6.8670
1142,0.2864,0.6165,0.1159,0.0543,0.2389,0.1032,6.9149
1143,0.3529,0.6540,0.1254,0.0614,0.3096,0.1204,6.4738
1144,0.2522,0.6717,0.1154,0.0469,0.2414,0.1220,6.3035
1145,0.3052,0.4786,0.1172,0.0663,0.3808,0.0929,6.3477
1146,0.3711,0.5256,0.0889,0.0527,0.2362,0.0789,6.8805
1147,0.2684,0.5075,0.1232,0.0486,0.3268,0.1014,7.0479
1148,0.3496,0.7583,0.1396,0.0506,0.3023,0.1005,6.4496
1149,0.2488,0.6647,0.0786,0.0440,0.2277,0.0991,6.2626
1150,0.3110,0.5839,0.1119,0.0439,0.1898,0.1013,6.1672
1151,0.2877,0.6325,0.1387,0.0551,0.3414,0.0794,6.9377
1152,0.3684,0.6362,0.1007,0.0530,0.2590,0.0908,7.0177
1153,0.2928,0.5028,0.1084,0.0643,0.2459,0.1098,6.5809
1154,0.3510,0.5768,0.1036,0.0454,0.2383,0.1383,6.7106
1155,0.2866,0.7098,0.1318,0.0487,0.3062,0.1040,7.1225
1156,0.3720,0.5738,0.1194,0.0488,0.3298,0.1059,6.9778
1157,0.3403,0.5449,0.1226,0.0601,0.3186,0.1118,6.6209
1158,0.2845,0.5261,0.1153,0.0497,0.2219,0.1173,6.2939
1159,0.3118,0.6526,0.1106,0.0369,0.3203,0.1060,6.6691
1160,0.3494,0.6802,0.1034,0.0495,0.2086,0.0964,7.0979
1161,0.2639,0.6721,0.0938,0.0479,0.3193,0.1250,6.8598
1162,0.3331,0.7526,0.0776,0.0376,0.3569,0.1364,7.0684
1163,0.3036,0.6229,0.1208,0.0456,0.2801,0.0982,6.8721
1164,0.3297,0.6876,0.1303,0.0430,0.3366,0.0612,6.8231
1165,0.3153,0.5541,0.1532,0.0421,0.2328,0.0927,6.7175
1166,0.3347,0.6111,0.1317,0.0450,0.2556,0.1022,6.2911
1167,0.3090,0.5659,0.1323,0.0427,0.2591,0.0918,6.4990
1168,0.2567,0.5788,0.0965,0.0540,0.3074,0.1000,6.5396
1169,0.2618,0.5167,0.1165,0.0435,0.2327,0.1025,6.4730
1170,0.2825,0.5304,0.1191,0.0451,0.2627,0.1030,6.7522
1171,0.3338,0.5475,0.1414,0.0416,0.2737,0.1189,7.3531
1172,0.3057,0.5701,0.1136,0.0413,0.2742,0.0941,6.3811
1173,0.3530,0.5325,0.1499,0.0561,0.3068,0.0915,6.5469
1174,0.2133,0.6253,0.1154,0.0529,0.2529,0.1073,6.1342
1175,0.2053,0.6415,0.1390,0.0272,0.3330,0.0950,6.5987
1176,0.2332,0.5143,0.1324,0.0448,0.2786,0.0980,7.0788
1177,0.3395,0.4854,0.1119,0.0417,0.2242,0.0901,6.8175
1178,0.3022,0.6600,0.1177,0.0470,0.2834,0.0991,7.2685
1179,0.3789,0.6329,0.1308,0.0356,0.2756,0.1347,6.5612
1180,0.3355,0.7075,0.1131,0.0485,0.2616,0.1118,6.7850
1181,0.3660,0.7034,0.1201,0.0689,0.2681,0.0912,6.7536
1182,0.2618,0.5647,0.1188,0.0566,0.2159,0.0799,6.2741
1183,0.2874,0.6397,0.1066,0.0610,0.2592,0.0969,6.6705
1184,0.3510,0.6271,0.1205,0.0462,0.2870,0.1060,6.6366
1185,0.2996,0.4399,0.1110,0.0586,0.3381,0.0990,5.9247
1186,0.3800,0.5864,0.1648,0.0471,0.3209,0.0913,7.1897
1187,0.3508,0.5073,0.1427,0.0708,0.2715,0.0824,6.7094
1188,0.2826,0.4711,0.1017,0.0519,0.2181,0.1158,6.5723
1189,0.2928,0.7223,0.1042,0.0550,0.2256,0.0953,6.8837
1190,0.2767,0.5911,0.1314,0.0611,0.3331,0.1068,6.6247
1191,0.2378,0.7500,0.1527,0.0343,0.3157,0.0994,6.9977
1192,0.3138,0.5842,0.1200,0.0498,0.3275,0.0964,6.5336
1193,0.3288,0.6563,0.1277,0.0521,0.3400,0.1162,6.8855
1194,0.2908,0.6581,0.0873,0.0463,0.2512,0.1026,6.5246
1195,0.4072,0.6646,0.1272,0.0664,0.2803,0.0954,7.1996
1196,0.3363,0.6810,0.1412,0.0475,0.2531,0.0898,6.7791
1197,0.3438,0.5081,0.1109,0.0403,0.3612,0.1117,6.7422
1198,0.2468,0.5117,0.1087,0.0503,0.2282,0.0969,6.7987
1199,0.3010,0.6087,0.0839,0.0480,0.2745,0.0899,6.2096
1200,0.2969,0.5123,0.1104,0.0386,0.2762,0.1133,6.3023
